added,collx_id,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,location,notes
1/13/25,539456007,643,Darion Conner,Jackson State Tigers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539456007-front.jpg,,0.62,,,,
1/13/25,539455984,648,Keith Sims,Iowa State Cyclones,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455984-front.jpg,,0.95,,,,
1/13/25,539455963,647,Ron Cox,Fresno State Bulldogs,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455963-front.jpg,,15.00,15,,,
1/13/25,539455933,646,Tim Grunhard,Notre Dame Fighting Irish,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455933-front.jpg,,1.44,,,,
1/13/25,539455893,649,Alton Montgomery,Houston Cougars,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455893-front.jpg,,0.21,,,,
1/13/25,539455835,650,Greg McMurtry,Michigan Wolverines,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455835-front.jpg,,0.64,,,,
1/13/25,539455813,652,Tim Ryan,USC Trojans,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455813-front.jpg,,2.87,,,,
1/13/25,539455757,634,Jeff George,Illinois Fighting Illini,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455757-front.jpg,,1.50,,,,
1/13/25,539455729,639,Charles Arbuckle,UCLA Bruins,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455729-front.jpg,,10.00,10,,,
1/13/25,539455684,638,Mike Jones,Texas A&M Aggies,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455684-front.jpg,,8.00,7.5,,,
1/13/25,539455644,615,Renaldo Turnbull,New Orleans Saints,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455644-front.jpg,,0.99,,,,
1/13/25,539455620,614,Mark Carrier,Chicago Bears,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455620-front.jpg,,1.49,,,,
1/13/25,539455592,613,James Williams,Buffalo Bills,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455592-front.jpg,,1.49,,,,
1/13/25,539455497,616,Cortez Kennedy,Seattle Seahawks,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455497-front.jpg,,1.40,,,,
1/13/25,539455465,617,Keith McCants,Tampa Bay Buccaneers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455465-front.jpg,,8.00,7,,,
1/13/25,539455435,618,Anthony Thompson,Indiana Hoosiers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455435-front.jpg,,2.50,,,,
1/13/25,539455408,621,Alexander Wright,Auburn Tigers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455408-front.jpg,,0.25,,,,
1/13/25,539455372,629,Eric Green,Liberty Flames,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455372-front.jpg,,6.97,10,,,
1/13/25,539455323,628,Harold Green,South Carolina Gamecocks,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455323-front.jpg,,3.00,,,,
1/13/25,539455296,626,Mike Bellamy,Illinois Fighting Illini,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455296-front.jpg,,0.74,,,,
1/13/25,539455264,625,Fred Washington,TCU Horned Frogs,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455264-front.jpg,,20.54,20.54,,,
1/13/25,539455114,606,Percy Snow,Kansas City Chiefs,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455114-front.jpg,,0.16,,,,
1/13/25,539455079,601,Bob Griese,Miami Dolphins,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455079-front.jpg,,3.34,,,,
1/13/25,539455060,600a,Buck Buchanan,Kansas City Chiefs,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455060-front.jpg,,0.16,,,,
1/13/25,539455022,607,Andre Ware,Detroit Lions,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455022-front.jpg,,3.00,,,,
1/13/25,539455000,609,Eric Green,Pittsburgh Steelers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539455000-front.jpg,,1.21,,,,
1/13/25,539454961,610,Reggie Rembert,New York Jets,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454961-front.jpg,,7.82,7,,,
1/13/25,539454934,611,Richmond Webb,Miami Dolphins,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454934-front.jpg,,0.83,,,,
1/13/25,539454914,612,Bern Brostek,Los Angeles Rams,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454914-front.jpg,,0.20,,,,
1/13/25,539454839,587,Anthony Munoz,Cincinnati Bengals,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454839-front.jpg,,0.12,,,,
1/13/25,539454800,588,Keith Jackson,Philadelphia Eagles,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454800-front.jpg,,7.54,,,,
1/13/25,539454784,589,Sterling Sharpe,Green Bay Packers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454784-front.jpg,,2.25,,,,
1/13/25,539454758,590,Jerry Rice,San Francisco 49ers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454758-front.jpg,,1.34,,,,
1/13/25,539454722,591,Bo Jackson,Los Angeles Raiders,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454722-front.jpg,,1.49,,,,
1/13/25,539454686,593,Willie Anderson,Los Angeles Rams,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454686-front.jpg,,0.72,,,,
1/13/25,539454625,595,Franco Harris,Pittsburgh Steelers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454625-front.jpg,,1.12,,,,
1/13/25,539454582,596,Bob St. Clair,San Francisco 49ers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454582-front.jpg,,0.87,,,,
1/13/25,539454543,598,Jack Lambert,Pittsburgh Steelers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539454543-front.jpg,,1.50,,,,
1/13/25,539451412,566,Ronnie Lott,San Francisco 49ers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451412-front.jpg,,1.31,,,,
1/13/25,539451390,567,Jerry Gray,Los Angeles Rams,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451390-front.jpg,,0.62,,,,
1/13/25,539451356,568,Albert Lewis,Kansas City Chiefs,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451356-front.jpg,,19.99,,,,
1/13/25,539451326,571,Lawrence Taylor,New York Giants,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451326-front.jpg,,0.99,,,,
1/13/25,539451305,569,Karl Mecklenburg,Denver Broncos,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451305-front.jpg,,2.25,,,,
1/13/25,539451280,574,Reggie White,Philadelphia Eagles,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451280-front.jpg,,0.60,,,,
1/13/25,539451240,575,Chris Doleman,Minnesota Vikings,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451240-front.jpg,,16.57,,,,
1/13/25,539451199,576,Dave Meggett,New York Giants,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451199-front.jpg,,0.18,,,,
1/13/25,539451144,578,Sean Landeta,New York Giants,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451144-front.jpg,,7.00,,,,
1/13/25,539451092,579,Eddie Murray,Detroit Lions,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451092-front.jpg,,0.40,,,,
1/13/25,539451041,582,Joe Montana,San Francisco 49ers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539451041-front.jpg,,1.18,,,,
1/13/25,539450968,583,Jay Hilgenberg,Chicago Bears,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450968-front.jpg,,6.55,,,,
1/13/25,539450876,584,Bruce Matthews,Houston Oilers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450876-front.jpg,,0.12,,,,
1/13/25,539450836,585,Tom Newberry,Los Angeles Rams,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450836-front.jpg,,0.06,,,,
1/13/25,539450794,586,Gary Zimmerman,Minnesota Vikings,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450794-front.jpg,,0.12,,,,
1/13/25,539450574,557,Art Monk,Washington Redskins,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450574-front.jpg,,0.60,,,,
1/13/25,539450548,559,Andre Reed,Buffalo Bills,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450548-front.jpg,,6.61,,,,
1/13/25,539450515,561,Herschel Walker,Minnesota Vikings,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450515-front.jpg,,0.06,,,,
1/13/25,539450483,560,Sterling Sharpe,Green Bay Packers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450483-front.jpg,,1.29,,,,
1/13/25,539450448,563,Randall Cunningham,Philadelphia Eagles,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450448-front.jpg,,1.19,,,,
1/13/25,539450409,564,John Elway,Denver Broncos,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450409-front.jpg,,0.99,,,,
1/13/25,539450382,565,David Fulcher,Cincinnati Bengals,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450382-front.jpg,,1.50,,,,
1/13/25,539450330,328,Greg Bell,Los Angeles Rams,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450330-front.jpg,,1.54,,,,
1/13/25,539450288,327,Dalton Hilliard,New Orleans Saints,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450288-front.jpg,,1.03,,,,
1/13/25,539450247,326,Neal Anderson,Chicago Bears,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450247-front.jpg,,4.50,,,,
1/13/25,539450207,551,Karl Mecklenburg,Denver Broncos,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450207-front.jpg,,10.99,,,,
1/13/25,539450181,552,Lawrence Taylor,New York Giants,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450181-front.jpg,,0.99,,,,
1/13/25,539450119,554,Mike Singletary,Chicago Bears,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450119-front.jpg,,1.49,,,,
1/13/25,539450082,555,Tim Harris,Green Bay Packers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450082-front.jpg,,1.69,,,,
1/13/25,539450026,556,Jerry Rice,San Francisco 49ers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539450026-front.jpg,,0.87,,,,
1/13/25,539449818,309,John Friesz,Idaho Vandals,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449818-front.jpg,,1.99,,,,
1/13/25,539449782,311,Joe Montana,San Francisco 49ers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449782-front.jpg,,1.33,,,,
1/13/25,539449744,312,Jim Everett,Los Angeles Rams,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449744-front.jpg,,1.29,,,,
1/13/25,539449719,313,Mark Rypien,Washington Redskins,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449719-front.jpg,,9.95,,,,
1/13/25,539449668,314,Phil Simms,New York Giants,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449668-front.jpg,,0.87,,,,
1/13/25,539449616,315,Don Majkowski,Green Bay Packers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449616-front.jpg,,2.00,,,,
1/13/25,539449589,316,Boomer Esiason,Cincinnati Bengals,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449589-front.jpg,,1.12,,,,
1/13/25,539449498,319,Bernie Kosar,Cleveland Browns,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449498-front.jpg,,1.80,,,,
1/13/25,539449457,318,Jim Kelly,Buffalo Bills,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449457-front.jpg,,1.40,,,,
1/13/25,539449430,317,Warren Moon,Houston Oilers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449430-front.jpg,,1.39,,,,
1/13/25,539449397,322,Thurman Thomas,Buffalo Bills,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449397-front.jpg,,1.13,,,,
1/13/25,539449323,321,Christian Okoye,Kansas City Chiefs,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449323-front.jpg,,0.87,,,,
1/13/25,539449289,325,Barry Sanders,Detroit Lions,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449289-front.jpg,,1.50,,,,
1/13/25,539449248,324,Bobby Humphrey,Denver Broncos,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539449248-front.jpg,,0.45,,,,
1/13/25,539447112,24,Andre Reed,Buffalo Bills,1990,Fleer,1990 Fleer - All-Pro,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539447112-front.jpg,,3.25,,,,
1/13/25,539447076,6,Tom Newberry,Los Angeles Rams,1990,Fleer,1990 Fleer - All-Pro,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539447076-front.jpg,,1.71,,,,
1/13/25,539447051,20,Eric Allen,Philadelphia Eagles,1990,Fleer,1990 Fleer - All-Pro,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539447051-front.jpg,,1.49,,,,
1/13/25,539447020,5,Christian Okoye,Kansas City Chiefs,1990,Fleer,1990 Fleer - All-Pro,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539447020-front.jpg,,0.81,,,,
1/13/25,539446987,24,Jim Lachey,Washington Redskins,1991,Fleer,1991 Fleer - All-Pro '91,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539446987-front.jpg,,4.99,,,,
1/13/25,539446963,22,Rich Camarillo,Phoenix Cardinals,1990,Fleer,1990 Fleer - All-Pro,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-539446963-front.jpg,,14.73,,,,
1/13/25,539446881,653,Jeff Mills,Nebraska Cornhuskers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539446881-front.jpg,,0.99,,,,
1/13/25,539446841,654,Ricky Proehl,Wake Forest Demon Deacons,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539446841-front.jpg,,0.32,,,,
1/13/25,539446807,655,Steve Broussard,WSU Cougars,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539446807-front.jpg,,0.25,,,,
1/13/25,539446765,657,Dexter Carter,Florida State Seminoles,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539446765-front.jpg,,0.99,,,,
1/13/25,539446711,558,Mark Carrier,Tampa Bay Buccaneers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539446711-front.jpg,,1.08,,,,
1/13/25,539446667,598,Jack Lambert,Pittsburgh Steelers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539446667-front.jpg,,1.50,,,,
1/13/25,539430716,306,Richmond Webb,Texas A&M Aggies,1990,Score,1990 Score,RC,,,,0.22,,,,
1/13/25,539430589,305,Percy Snow,Michigan State Spartans,1990,Score,1990 Score,RC,,,,0.47,,,,
1/13/25,539430364,303,Mohammed Elewonibi,BYU Cougars,1990,Score,1990 Score,RC,,,,0.02,,,,
1/13/25,539430123,301,Pat Terrell,Notre Dame Fighting Irish,1990,Score,1990 Score,RC,,,,0.05,,,,
1/13/25,539427402,296,Renaldo Turnbull,West Virginia Mountaineers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539427402-front.jpg,,0.99,,,,
1/13/25,539427295,298,Jeff Alm,Notre Dame Fighting Irish,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539427295-front.jpg,,0.23,,,,
1/13/25,539427225,295,Marc Spindler,Pittsburgh Panthers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539427225-front.jpg,,4.24,,,,
1/13/25,539427170,294,Joel Smeenge,Western Michigan Broncos,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539427170-front.jpg,,0.99,,,,
1/13/25,539427157,293,Ray Agnew,NC State Wolfpack,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539427157-front.jpg,,0.90,,,,
1/13/25,539426995,291,Lynn James,Arizona State Sun Devils,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539426995-front.jpg,,8.00,,,,
1/12/25,539223342,310,Ben Smith,Georgia Bulldogs,1990,Score,1990 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-539223342-front.jpg,,0.59,,,,
1/12/25,539223039,308,Barry Foster,Arkansas Razorbacks,1990,Score,1990 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-539223039-front.jpg,,0.25,,,,
1/12/25,539220504,304,Tony Bennett,Ole Miss Rebels,1990,Score,1990 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-539220504-front.jpg,,0.32,,,,
1/12/25,539218861,307,Rodney Hampton,Georgia Bulldogs,1990,Score,1990 Score,RC,,,,1.59,,,,
1/12/25,539216766,299,Cortez Kennedy,Miami Hurricanes,1990,Score,1990 Score,RC,,,,1.00,,,,
1/12/25,539215305,297,Reggie Rembert,West Virginia Mountaineers,1990,Score,1990 Score,RC,,,,0.16,,,,
1/12/25,539214730,292,Andre Ware,Houston Cougars,1990,Score,1990 Score,RC,,,,0.75,,,,
1/12/25,539213346,290,Chris Singleton,Arizona Wildcats,1990,Score,1990 Score,RC,,,,0.02,,,,
1/12/25,539128571,,1990 UpperDeck 500count Box Opened And Resealed ,,1990,,,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-539128571-front.jpg,,,10,,,"Retail Box Was Starting To Split Open In Storage And Plastic Wrap Had Started Tearing  So I Swapped To This Box, Sealed It And Havent Done Anything With The Cards. "
12/31/24,529522623,103/111,Nihilego GX (Full Art),,2017,,SM - Crimson Invasion,Ultra Rare,,https://storage.googleapis.com/collx-user-cards/60754-529522623-front.jpg,,2.50,,,,
12/31/24,529522596,102/111,Alolan Golem GX (Full Art),,2017,,SM - Crimson Invasion,Ultra Rare,Excellent,https://storage.googleapis.com/collx-user-cards/60754-529522596-front.jpg,,2.79,,,,
